customer_age,proposed_credit_limit,date_of_birth_distinct_emails_4w,name_email_similarity,foreign_request,velocity_6h,has_other_cards,credit_risk_score,intended_balcon_amount,keep_alive_session,fraud_bool,income,payment_type
30.0,200.0,13.0,0.0220591084190608,0.0,6781.510844881494,0.0,71.0,-1.4621135102149654,1.0,0,12916.107003504829,AB
50.0,1500.0,15.0,0.2849601072588708,0.0,7616.445374117664,0.0,170.0,-1.1240710515701038,1.0,0,5305.544572167957,AB
40.0,200.0,6.0,0.1298163857239112,0.0,8810.207802941604,1.0,106.0,-1.7526307565978292,0.0,0,5253.991537181713,AB
30.0,500.0,8.0,0.3931330120326257,1.0,5983.530897364665,0.0,153.0,-0.498879613979751,1.0,0,6417.839149175412,AB
30.0,1000.0,9.0,0.4617058041398855,0.0,359.2584166007657,0.0,99.0,48.151906514341896,0.0,0,4879.1671395158155,AC
20.0,200.0,18.0,0.8991981350432576,0.0,4115.445317098941,0.0,21.0,-0.4538571253242709,0.0,0,36445.94711164822,AD
50.0,200.0,7.0,0.3677837134929807,0.0,,0.0,3.0,-1.4262507833171651,0.0,0,1985.0255521265765,AB
40.0,200.0,8.0,0.2070234609642832,0.0,6172.662451159362,0.0,113.0,-1.0854859709155888,1.0,0,13054.984306858161,AC
30.0,1000.0,12.0,0.099896314727031,0.0,9877.4288343817,0.0,166.0,-0.5832271393307519,1.0,0,978.9966780721805,AC
40.0,200.0,5.0,0.90145490845759,0.0,6775.757223941765,0.0,45.0,-0.4963882982763359,1.0,0,1603.075565128713,AB
20.0,200.0,18.0,0.2081447614310984,0.0,6678.722806883619,0.0,116.0,52.42302863966501,0.0,0,1202.9409322222764,AA
30.0,200.0,3.0,0.0703836512351803,0.0,1416.6487765089544,0.0,176.0,9.454901898554764,1.0,0,5241.9814788271115,AA
30.0,200.0,8.0,0.5878854075366226,0.0,5613.7831646509885,0.0,115.0,-0.7712703298798949,0.0,0,7950.401164994184,AB
40.0,1500.0,15.0,0.1043596233887404,0.0,3394.823992905446,0.0,322.0,-1.0474588465434511,0.0,0,10830.90430125696,AB
20.0,200.0,13.0,0.5828930139968261,0.0,7098.32876919792,1.0,164.0,37.44853632009789,0.0,0,4659.959224045087,AA
30.0,200.0,13.0,0.5427526341089094,0.0,10203.499875725642,0.0,85.0,-1.1302825539535464,1.0,0,1059.00601669898,AC
50.0,200.0,4.0,0.4281159806737424,0.0,1966.735858499199,0.0,71.0,50.12039035386655,1.0,0,2840.1202013307698,AA
20.0,500.0,19.0,0.0205566709909698,0.0,6978.541395210988,0.0,174.0,-1.5292743235523738,0.0,0,7728.93648272871,AB
20.0,1500.0,9.0,0.0950573896751681,0.0,2305.3178454533177,0.0,185.0,-0.8703422083403028,0.0,0,12040.543014092538,AB
40.0,,6.0,0.0558877296944907,0.0,7829.012792213686,0.0,64.0,-1.0183721787583542,1.0,0,8206.282262094846,AB
40.0,200.0,7.0,0.042088445276977,0.0,4334.303941244861,0.0,97.0,-1.7213066717935872,0.0,0,12116.871646832215,AC
50.0,1500.0,5.0,0.7950021692462994,0.0,6697.890837033063,0.0,175.0,50.28799410102743,0.0,0,1798.3152708393238,AA
40.0,1000.0,12.0,,0.0,3917.199940018653,0.0,311.0,-0.5671865965993764,0.0,0,4575.040873625967,AC
50.0,500.0,0.0,0.8886827909460386,0.0,1284.7270000319386,0.0,323.0,-0.8559464207701468,0.0,0,5134.496491985604,AC
20.0,200.0,14.0,0.7024585067532642,0.0,1912.7270436524327,0.0,132.0,-1.2323764509416482,1.0,0,555.1753747220716,AC
40.0,200.0,32.0,0.4511428648775646,0.0,7668.983061963774,0.0,117.0,-1.2919043013092624,0.0,0,3341.280389704353,AD
20.0,200.0,11.0,0.7501854587945775,0.0,4309.02633027856,0.0,65.0,43.5440455320884,1.0,0,4920.2747667197345,AA
40.0,200.0,6.0,0.9221372342555664,0.0,5363.301920654251,0.0,42.0,-0.4611411947231566,1.0,0,1298.9894434968555,AD
10.0,200.0,11.0,0.6454737312663303,0.0,7136.947455969254,0.0,94.0,-0.5266542496399829,1.0,0,796.3524409232215,AC
30.0,200.0,3.0,0.2092048892569801,0.0,3801.730608012236,0.0,93.0,48.64820122016482,1.0,0,4975.265144879591,AA
20.0,500.0,5.0,0.1480010043744323,0.0,3629.666986094471,1.0,148.0,26.97811279189249,0.0,0,9986.907940628664,AA
50.0,200.0,5.0,0.56854140175237,0.0,2190.800550179075,0.0,197.0,-1.4534792740210212,1.0,0,946.5906748387625,AB
40.0,200.0,8.0,0.7911091193003629,0.0,6061.074117897362,0.0,134.0,-0.9876856085941266,1.0,0,1113.5486370060387,AB
30.0,1000.0,16.0,0.7223723450081699,0.0,4783.356257848357,0.0,144.0,-0.5275571549138074,1.0,0,7454.582778147512,AB
30.0,200.0,10.0,0.5027796102301803,0.0,6974.953260123018,0.0,65.0,-0.7436527826142476,1.0,0,7552.026317872964,AB
50.0,1500.0,6.0,0.885546337895176,0.0,6351.643051154289,1.0,249.0,51.249473360970704,0.0,0,4521.84683358505,AA
60.0,1500.0,4.0,0.8974221092511434,0.0,2138.438727871188,1.0,235.0,-0.8229286881905057,0.0,0,7760.086716168059,AD
40.0,200.0,12.0,0.5301054661813906,0.0,7838.011877877191,0.0,48.0,-1.026843126732182,0.0,0,1423.5088730749246,AB
50.0,1000.0,7.0,0.8675160328198649,0.0,5479.027625518954,0.0,131.0,-1.3949595998916149,1.0,0,529.0687913308725,AB
,200.0,15.0,0.9998126267503188,0.0,954.6571356443206,0.0,8.0,17.41735759911477,0.0,0,13628.964160801921,AA
20.0,200.0,10.0,0.5985306799605654,0.0,3967.478371370044,0.0,116.0,-0.9499643348107604,0.0,0,1689.8659366540921,AD
30.0,1000.0,11.0,0.4455498815293266,0.0,957.5689147309728,0.0,183.0,-1.1232734844978127,0.0,0,1101.9559365597581,AB
40.0,200.0,15.0,0.1145426418518851,0.0,4288.533464090037,0.0,85.0,-0.7623147673465069,1.0,0,15194.540077459811,AD
30.0,200.0,11.0,0.2697655876168418,0.0,4787.129452428197,0.0,116.0,-1.7772560489808118,1.0,0,1434.381947777848,AC
20.0,500.0,9.0,0.1417232796523693,0.0,6926.626508481604,0.0,121.0,-1.2179812236810748,0.0,0,8751.228642913633,AC
30.0,200.0,16.0,0.7012368633927918,0.0,2093.959807534387,0.0,206.0,8.73629831316594,0.0,0,3839.138877055723,AA
30.0,200.0,5.0,0.6268750950761336,0.0,4489.955038578351,1.0,126.0,-1.0267797249013602,1.0,0,13897.900460672154,AA
40.0,1500.0,8.0,0.4639439366324679,0.0,6079.44566897523,0.0,145.0,-0.9399787327592504,1.0,0,7436.6677038518,AB
40.0,500.0,12.0,0.3057974486041994,0.0,5387.632807131728,0.0,75.0,-1.5835467165711865,1.0,0,9584.02688027147,AC
40.0,200.0,8.0,0.9984000019257446,0.0,2418.5023173191594,0.0,110.0,49.58607273610796,0.0,0,9076.937120144177,AA
20.0,200.0,8.0,0.2752327088115949,0.0,3786.775506222913,1.0,160.0,18.333196439445917,1.0,0,3715.3651127656717,AA
40.0,200.0,11.0,0.5140064315785131,0.0,3136.255984490119,0.0,207.0,-1.4509173144854284,1.0,0,8093.964650468053,AB
50.0,200.0,3.0,0.9019938955023984,0.0,1450.6873814882208,1.0,81.0,-1.43169865097664,1.0,0,1101.0173572413123,AC
30.0,200.0,4.0,0.4383736524015441,0.0,4497.886582319667,0.0,78.0,3.9508255724891264,1.0,0,604.7016067042612,AA
20.0,200.0,11.0,0.6612263744343446,0.0,3168.934839847627,0.0,128.0,-1.4415355356587296,1.0,0,8100.64630750182,AB
20.0,500.0,13.0,0.9966664848577652,0.0,8120.070844337356,0.0,148.0,-0.8734717951016692,0.0,0,6082.860097937134,AD
50.0,1500.0,9.0,0.8668027450240531,0.0,6859.112459932675,0.0,236.0,-0.7107704320359602,1.0,0,3624.506931881847,AC
40.0,200.0,9.0,0.7215994905204706,0.0,3021.2539829234306,0.0,75.0,-0.6010030729014321,0.0,0,10715.722302794367,AB
20.0,200.0,22.0,0.1175550148443263,0.0,6315.198133623077,1.0,128.0,50.93795778810809,0.0,0,1688.7876297420105,AA
20.0,200.0,9.0,0.8933230610167598,0.0,8823.633121715333,0.0,102.0,-0.7507928748627821,1.0,0,11210.925030456046,AC
30.0,200.0,12.0,0.8011831778400758,0.0,6237.532874176291,0.0,29.0,-0.597599124949838,1.0,0,5809.864587136712,AC
20.0,200.0,6.0,0.2196889343397954,0.0,1898.649812270428,0.0,165.0,-0.9414045973789218,1.0,0,6288.404703725091,AB
30.0,200.0,15.0,0.1628437716867911,0.0,8249.919474732515,0.0,68.0,-1.0222868418906406,1.0,0,582.2684439433356,AD
40.0,200.0,8.0,0.4573407568417478,0.0,8853.456925495975,0.0,47.0,-1.382515886082556,1.0,0,1604.1997482033585,AD
30.0,200.0,8.0,0.6275173919888296,0.0,5030.353160412935,0.0,81.0,-0.6812478546017728,1.0,0,2605.370111485274,AC
,500.0,11.0,0.30995443342711,0.0,5734.14759922969,0.0,279.0,-0.7416005030873938,1.0,0,5369.681513667102,AB
30.0,1500.0,9.0,0.3851467465293905,0.0,824.0829738228308,0.0,195.0,3.3279087125411944,0.0,0,2414.0334090836045,AC
10.0,500.0,7.0,0.4276954340407303,0.0,1354.700925028552,0.0,106.0,91.84284648452916,1.0,0,24820.26704725923,AA
40.0,200.0,9.0,0.2502096680340445,0.0,4037.953470961157,0.0,62.0,-1.3548114460068352,1.0,0,6658.666904579586,AC
40.0,1500.0,7.0,0.1142676676211126,0.0,4486.070053449277,0.0,205.0,-1.2667257592443963,1.0,0,16059.79821549304,AB
30.0,200.0,15.0,0.8681802860011354,0.0,6295.553381464873,0.0,111.0,-0.461704507565144,0.0,0,4941.858093830799,AD
20.0,200.0,9.0,0.8618056760464453,0.0,4046.7752659980015,0.0,218.0,-1.0363728132809542,1.0,0,1229.9234107184493,AB
50.0,500.0,11.0,0.1936729109486088,0.0,1752.3932117097422,0.0,145.0,-0.9638653157900487,1.0,0,5490.888967724586,AD
50.0,1500.0,5.0,0.1795099216095059,0.0,6149.74421078365,1.0,227.0,-1.2806656789381292,1.0,0,9713.067934568478,AB
20.0,200.0,14.0,0.126698495163221,0.0,9726.953673452024,0.0,46.0,-1.5028139948739128,1.0,0,617.0474122165797,AC
50.0,500.0,2.0,0.9482938671190844,0.0,7378.316074673487,0.0,192.0,16.35769858314077,1.0,0,3707.619385220917,AA
40.0,200.0,7.0,0.3936639948296845,0.0,5674.241674725206,0.0,120.0,-0.4610510072927374,1.0,0,5138.789259845784,AB
20.0,200.0,5.0,0.3612545714267745,0.0,8961.370850161991,0.0,-12.0,-0.7426528765454792,1.0,0,2063.312643487454,AD
40.0,200.0,15.0,0.7077012227368638,0.0,11616.375979362854,0.0,29.0,-0.5315731850534605,1.0,0,5099.383118839897,AB
30.0,200.0,15.0,0.2271763899885593,0.0,3540.675182294273,0.0,62.0,-0.9056083063883332,1.0,0,6523.8578074555935,AC
60.0,,2.0,0.081282523750732,1.0,6532.017133495478,0.0,195.0,97.84239792747898,0.0,0,6238.970924918724,AB
20.0,200.0,14.0,0.9933398743578068,0.0,7849.372172881288,0.0,35.0,39.47073404658133,0.0,0,503.69977504577014,AA
30.0,200.0,7.0,0.3168780542683272,0.0,326.4871187723288,0.0,113.0,-1.1830220520162145,1.0,0,874.2802586280658,AB
20.0,200.0,10.0,0.2710514799483708,0.0,4252.996907485246,0.0,162.0,-1.2598350271725132,0.0,0,4637.453234948123,AB
20.0,200.0,7.0,0.4191704788046339,0.0,7662.227307812174,0.0,39.0,-1.6018195775045043,0.0,0,1054.5854087057044,AB
60.0,200.0,7.0,0.1771430083822192,0.0,4217.288154438438,1.0,107.0,-1.0608650769628298,0.0,0,7160.238672810156,AB
40.0,200.0,7.0,0.9479238971320756,0.0,3557.983209825119,0.0,26.0,-1.236276878008214,1.0,0,1988.6902953290062,AB
40.0,200.0,7.0,0.8995262112219201,0.0,3435.975547850041,1.0,114.0,-1.3993262493556908,1.0,0,1871.4398234668195,AC
20.0,200.0,10.0,0.8642029657167977,0.0,4786.525276483068,0.0,51.0,-0.8184938602564158,1.0,0,773.151257500175,AC
40.0,200.0,6.0,0.1758766150391154,0.0,5500.403204995239,0.0,114.0,-0.6858877334307201,1.0,0,17665.37348146694,AC
20.0,200.0,9.0,0.8133723503610506,0.0,9902.96449531741,0.0,120.0,-0.8119948854385122,1.0,0,4679.323080576469,AC
50.0,1000.0,5.0,0.6368839028220656,0.0,694.7966535044023,1.0,154.0,-1.3218125286229787,0.0,0,5046.397469014844,AB
20.0,200.0,14.0,0.6295990381219341,0.0,6005.262582127909,0.0,44.0,-1.1492820803845705,1.0,0,1393.8826167148047,AC
30.0,1000.0,14.0,0.0884999001517944,0.0,2407.4433276070195,0.0,137.0,7.115196750836282,1.0,0,7953.253314026444,AA
20.0,200.0,27.0,0.3066892940510101,0.0,2071.564083339075,0.0,76.0,-0.751635625299816,1.0,0,10941.100638470529,AC
40.0,200.0,12.0,0.5746549270919215,0.0,8632.552165426681,1.0,62.0,49.80725495350341,0.0,0,912.568889401668,AA
10.0,200.0,13.0,0.5951391161376176,0.0,7631.662201334892,0.0,71.0,-0.7616408269805262,0.0,0,11429.184914478757,AB
60.0,200.0,3.0,0.2713637154643095,0.0,11660.970861679609,0.0,38.0,-0.6822174591283129,0.0,0,1312.4309256522015,AC
20.0,,11.0,0.0720148399080109,0.0,7224.618558361938,0.0,85.0,-1.805062375751037,0.0,0,8154.319913430091,AB
40.0,200.0,7.0,0.8401902687857505,0.0,2209.721541002271,0.0,264.0,-0.9369259980602372,0.0,0,3942.941915386729,AC
40.0,500.0,7.0,0.6129969181516303,0.0,4140.613778460668,0.0,191.0,-1.3863161746205153,1.0,0,13512.870017660302,AD
20.0,500.0,2.0,0.650100506957803,0.0,7280.598750621497,0.0,125.0,-0.418268546699057,0.0,0,2286.1302524311754,AB
40.0,200.0,4.0,0.3709737205977168,0.0,6112.818861854192,,91.0,-1.5816037422377107,1.0,0,1982.6250917883945,AB
30.0,200.0,11.0,0.8279230840959991,0.0,5273.703569402293,0.0,97.0,-0.7093663858714364,1.0,0,862.8073079237038,AC
20.0,200.0,17.0,0.7823322092401201,0.0,10541.176734365845,1.0,84.0,-1.5588857436739822,1.0,0,7697.623914752221,AD
30.0,200.0,12.0,0.4554917257032918,0.0,9767.622713341332,0.0,62.0,-0.8932306642852574,1.0,0,2876.2591045322583,AA
40.0,200.0,6.0,0.8686857290549111,0.0,9836.318496176884,1.0,193.0,-0.5032010800790845,0.0,0,10001.208306528968,AB
30.0,1500.0,15.0,0.7730498767182374,0.0,5814.857874685571,0.0,186.0,103.0105867848342,1.0,0,7462.509267512,AA
20.0,500.0,11.0,0.8674842786181897,0.0,3834.682602714148,0.0,262.0,-0.8774609079689727,1.0,0,1239.1275029244118,AD
40.0,1000.0,7.0,0.5265815943778042,0.0,1130.1679649561618,0.0,221.0,-1.5707312261478643,1.0,0,8357.914702650014,AC
50.0,200.0,5.0,0.4584533668768597,0.0,2932.926355999796,0.0,141.0,-1.2235381948224784,0.0,0,3963.056969878767,AB
10.0,1500.0,4.0,0.8349302536622863,0.0,4687.864977573622,0.0,168.0,50.6352226073697,1.0,0,5270.929050841122,AA
20.0,200.0,11.0,0.9078802209728966,1.0,4517.3555279893735,0.0,135.0,9.097970675473237,0.0,0,611.713259033507,AA
20.0,200.0,16.0,0.6320953686348199,0.0,2967.2262216363324,0.0,86.0,-1.161684589026923,0.0,0,7364.87614418737,AD
20.0,200.0,13.0,0.1473975702288898,0.0,8185.564192113391,0.0,51.0,-1.3055287442955943,1.0,0,5284.290079880972,AD
30.0,200.0,9.0,0.1583499413638724,0.0,1918.72286405694,0.0,125.0,-1.3714901813528202,1.0,0,5864.6301119282225,AB
60.0,200.0,6.0,0.9974770681289318,0.0,10748.045036302325,0.0,71.0,44.836980187421496,1.0,0,4990.790727500594,AA
30.0,1500.0,11.0,0.1267439257447616,0.0,7342.578330795555,0.0,194.0,-0.4494158426237891,1.0,0,3701.843533806877,AD
50.0,200.0,8.0,0.2393555668704014,0.0,5537.848662698481,0.0,105.0,-0.8121659031293206,1.0,0,4537.252467193943,AD
40.0,500.0,7.0,0.8513348859814155,0.0,2641.0329076653093,1.0,148.0,-1.8988608893683825,1.0,0,8403.969283457396,AB
50.0,200.0,20.0,0.2153611403096139,0.0,7978.059305245032,0.0,8.0,-1.165920193285815,0.0,0,605.9751799961939,AA
40.0,510.0,12.0,0.1170085883874523,0.0,6607.121241195096,0.0,189.0,-1.845354641260468,0.0,0,2059.2011828270543,AB
40.0,500.0,5.0,0.7864770476955134,0.0,3106.1061380574365,0.0,166.0,-0.528795752864774,1.0,0,5759.410071109884,AB
30.0,1500.0,10.0,0.2415181912748973,0.0,7211.060838753722,0.0,219.0,-0.5131871864092188,0.0,0,5210.902826876705,AC
20.0,200.0,5.0,0.1777948986056379,0.0,11569.283184604734,0.0,22.0,-0.9075630416199478,1.0,0,802.8230604388586,AD
50.0,1000.0,3.0,0.7447857089227582,0.0,4438.284370222058,1.0,195.0,-1.6162948842106268,0.0,0,3720.9175752133233,AD
40.0,200.0,13.0,0.9304375261593388,0.0,6349.728307941505,0.0,58.0,18.77370551838573,0.0,0,1656.6230483756729,AA
30.0,200.0,15.0,0.0228700659327856,0.0,5527.190617900029,1.0,112.0,-0.8536852466246988,1.0,0,1447.3389792156663,AB
20.0,1000.0,17.0,0.2045173017716025,0.0,9267.121565250329,0.0,196.0,-1.1285718727668357,0.0,0,2583.7245190822377,AB
20.0,200.0,8.0,0.5760577076249921,0.0,9161.654960591624,0.0,104.0,-1.0114160025272203,1.0,0,4949.842893102472,AC
50.0,200.0,5.0,0.7929583150885551,0.0,4905.663206797483,0.0,128.0,-0.3718290575215025,0.0,0,4683.762802639804,AC
20.0,200.0,10.0,0.4238218374653228,0.0,2973.2732494225347,0.0,108.0,-1.0192944301212927,0.0,0,752.5422310797521,AB
40.0,1500.0,18.0,0.9054806709859652,0.0,8895.4497245131,1.0,182.0,-0.3442018505186509,0.0,0,8509.709035732223,AD
30.0,200.0,14.0,0.2287477297616284,0.0,6868.781673893497,0.0,5.0,-0.489573947606756,1.0,0,7808.008440361315,AD
20.0,200.0,3.0,0.1023752543751882,0.0,4927.207534129742,1.0,119.0,-0.8439878902348743,1.0,0,4758.574196393776,AB
